LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4
118,S/A-AGR,Honorificity;Role,S;Atr;Aditr,V,NA,simul,NA
576,O-AGR,Gender;Number;Person;Role,NA,V-aux,NA,post,NA
1628,NOM,Referential;Role,P;Aditr;S;Atr,N,NA,prae,NA
1671,OBL,Role,NA,N; Pro,NA,prae,NA
1467,ERG,Role,NA,N_or_Pro,NA,prae,NA
1467,S-AGR,Number;Role,S,V,NA,NA,NA
1467,ABS,Role,NA,N_or_Pro,NA,NA,NA
414,S/A-AGR,Number;Person;Referential;Role,NA,V,NA,prae,NA
414,O-AGR,Number;Person;Referential;Role,NA,,NA,post,NA
2453,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V; N,NA,NA,NA
2453,P-AGR,Number;Person;Role,G;P,V,NA,post,NA
2453,ERG,Role,Atr;Aditr,N,NA,post,NA
2453,ABS,Role,G;T;P;S,N,NA,NA,NA
3024,S/A-AGR,Number;Person;Role;TAM,S;Aditr;Atr,V,NA,post,NA
2904,NOM,Role,P;Atr;S,,NA,NA,NA
2904,ACC,Role,P,Pro,NA,NA,NA
1508,NOM,Role,P;S;Atr,,NA,NA,NA
1508,ACC,Role,P,Pro,NA,NA,NA
118,NOM,Role,Atr;S;Aditr;P,NP,NA,post,final
118,OBL,Role,G;P,NP,NA,post,final
727,NOM,Role,P;T;Aditr;Atr;S,NP,NA,NA,NA
727,DAT,Referential;Role,G;T;P,NP,NA,prae,NA
727,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,NA,post,NA
1136,A-AGR,Person;Role,NA,V,NA,prae,NA
1136,P-AGR,Person;Role,NA,V; N,NA,post,NA
1136,P-AGR,Person;Role,S;P;Aditr;Atr;G;T,V; N,3,post,NA
1136,P-AGR,Person;Role,P;S;G;T,V; N,3,post,NA
1136,AGR,Number;Person;Role,NA,V,NA,post,NA
1136,PLURAL,Number;Person;Role,Atr;P;S,V,4,post,NA
1136,PLURAL,Number;Person;Role,P;S;Atr,V,4,post,NA
1136,PLURAL,Number;Person;Role,P;Atr;S,V,4,post,NA
2031,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,2PRS,post,NA
2031,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,2PRS,post,NA
2031,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,2PRS,post,NA
2031,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,2PRS,post,NA
2031,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,2PST,post,NA
1660,A-AGR,Number;Person;Role,NA,V; N,NA,split,NA
1660,P-AGR,Number;Person;Role,NA,V; Adj,NA,post,NA
2031,O-AGR,Number;Person;Role,P;T,V,-1,prae,NA
2031,O-AGR,Number;Person;Role,T;P,V,-1,prae,NA
2031,O-AGR,Number;Person;Role,T;P,V,-1,prae,NA
1660,P-AGR,Number;Person;Role,P,V; Adj,3INCOMPL,post,NA
1660,P-AGR,Number;Person;Role,P,V; Adj,3INCOMPL,post,NA
1660,S-AGR,Number;Person;Role,S,V; Adj,3COMPL,post,NA
1660,P-AGR,Number;Person;Role,P,V; Adj,3INCOMPL,post,NA
1660,P-AGR,Number;Person;Role,P,V; Adj,3INCOMPL,post,NA
1660,P-AGR,Number;Person;Role,Atr;S,V; Adj,4,post,NA
1660,P-AGR,Number;Person;Role,P,V; Adj,3INCOMPL,post,NA
1155,S/O-AGR,Number;Person;Role,NA,V,NA,prae,NA
1155,A-AGR,Number;Person;Role,NA,V,NA,prae,NA
1155,S/O-AGR,Number;Person;Role,NA,V,-2,prae,NA
1155,S/O-AGR,Number;Person;Role,NA,V,-2,prae,NA
1155,S/O-AGR,Number;Person;Role,NA,V,-2,prae,NA
1155,S/O-AGR,Number;Person;Role,NA,V,-2,prae,NA
1155,S/O-AGR,Number;Person;Role,NA,V,-2,prae,NA
1272,S/A-AGR,Number;Person;Referential;Role,Atr;Aditr;S,V,NA,prae,NA
2987,S/A-AGR,Number;Person;Referential;Role,S;Atr;Aditr,V,NA,post,NA
2987,S/A-AGR,Number;Person;Referential;Role,NA,V,NA,post,NA
2987,S/A-AGR,Number;Person;Referential;Role,NA,V,NA,post,NA
2987,S/A-AGR,Number;Person;Referential;Role,NA,V,NA,post,NA
2987,S/A-AGR,Number;Person;Referential;Role,NA,V,NA,post,NA
2987,S/A-AGR,Number;Person;Referential;Role,Atr;S;Aditr,V,2,post,NA
2987,NOM,Role,G,NP,NA,post,final
3018,ABS,Role,P;T;G,,NA,NA,NA
3018,NOM,Role,Aditr;Atr;P;S,,NA,NA,NA
3018,DAT,Role,S;G;Atr;P,,NA,NA,NA
3018,S/A-AGR,Number;Person;Role;TAM,S;Aditr;P;Atr;G,V,NA,NA,NA
3018,P-AGR,Number;Person;Role,NA,,NA,NA,NA
26,S/A-AGR,Number;Person;Role,Atr;P;S,V,NA,post,NA
26,O-AGR,Number;Person;Role,NA,V,NA,post,NA
2617,ABS,Role,P;S;T,NP,NA,NA,NA
2617,ERG,Referential;Role,Atr;Aditr,NP,NA,post,NA
2617,ERG,Role,Atr;G,NP,NA,post,NA
1234,OBL,Role,P;T;Atr;G,NP,NA,prae,NA
1234,NOM,Role,T;S;Aditr;Atr;P,NP,NA,NA,NA
1597,NOM,Role,T;P;Atr;S;G;Aditr,,NA,NA,NA
26,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
26,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
26,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
26,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
26,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
26,O-AGR,Number;Person;Role,P,V,1,post,NA
26,O-AGR,Number;Person;Role,P,V,1,post,NA
1961,S/A-AGR,Person;Role,S;Atr,V,NA,NA,NA
1388,ABS,Role,G;S;P;T,NP,NA,NA,NA
1388,ERG,Role,Aditr;Atr,NP,NA,post,NA
1388,S/A-AGR,Number;Person;Role;Tense,Aditr;Atr;S,V,NA,post,NA
1388,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1388,S/A-AGR,Number;Person;Role;Tense,NA,V,1,post,NA
1388,S/A-AGR,Number;Person;Role;Tense,NA,V,1,post,NA
3034,NOM,Referential;Role,NA,NP,NA,post,NA
3034,NOM,Role,NA,NP,NA,NA,NA
3034,S-AGR,Number;Role,NA,V,NA,NA,NA
3034,O-AGR,Person;Role,NA,V,-1,prae,NA
3032,NOM,Role,S;Aditr;Atr;P;T,,NA,NA,NA
3032,ACC,Role,T;P,NP,NA,post,NA
614,NOM,Role,P;S;Atr,,NA,NA,NA
3032,DAT,Role,G,NP,NA,post,NA
763,NOM,Role,Atr;T;Aditr;S;P;G,,NA,NA,NA
1272,NOM,Role,Atr;T;S;Aditr;P,,NA,NA,NA
1272,PP,Role,G,NP,NA,prae,spreading
3006,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,,NA,NA,NA
3037,NOM,Role,Atr;T;P;G;Aditr;S,,NA,NA,NA
1255,P-AGR,Number;Person;Role,NA,V; Adp,NA,prae,NA
1255,G-AGR,Number;Person;Role,NA,V,NA,prae,NA
3038,NOM,Role,P;S;Atr,,NA,NA,NA
3038,S/A-AGR,MA;Number;Person;Role,S;Aditr;Atr,VP,NA,prae,initial
1144,NOM,Role,S;Atr;Aditr;P,,NA,prae,initial
1144,ACC,Role,P;T,Pro,NA,NA,NA
1144,DAT,Referential;Role,G,,NA,prae,initial
558,OBL,Role,NA,N,NA,post,NA
558,S/A-AGR,Number;Person;Referential;Role,G;Aditr;S;Atr;T;P,,NA,post,NA
558,O-AGR,Number;Person;Referential;Role,T;P;G,,NA,post,NA
558,<none>,Number;Person;Role,S;Atr;Aditr,,NA,post,NA
558,<none>,Number;Person;Role,G;T;P,,NA,post,NA
1750,DIR,Role,S;Atr;Aditr;P;T,,NA,NA,NA
1750,DIR,Role,T;P;G,NP,NA,post,final
1750,S/A-AGR,Honorificity;Number;Person;Role,S;Aditr;Atr,VP,NA,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,S;Atr;Aditr,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,Aditr;Atr;S,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,S;Atr;Aditr,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,Atr;S;Aditr,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,Aditr;Atr;S,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,S;Aditr;Atr,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,S;Aditr;Atr,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,S;Aditr;Atr,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,Aditr;S;Atr,VP,2,post,NA
1750,S/A-AGR,Honorificity;Number;Person;Role,Atr;S;Aditr,VP,2,post,NA
25,NOM,Role,Atr;Aditr;S;P;T,N_or_Pro,NA,NA,NA
456,NOM,Role,P;Atr;S,,NA,NA,NA
456,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,NA,NA
456,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1PRS,NA,NA
456,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1PRS,NA,NA
456,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1PRS,NA,NA
456,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1PRS,NA,NA
456,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1PRS,NA,NA
456,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1PRS,NA,NA
29,S/A-AGR,Gender;Person;Referential;Role,S;Atr,V,NA,prae,NA
540,NOM,Role,Aditr;Atr;S,,NA,NA,NA
339,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,prae,NA
1063,S-AGR,Gender;Number;Role,S;P;Atr,V,NA,prae,NA
1063,ACC,Number;Person;Role,T;P;G,Pro,NA,post,NA
2885,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,NA,NA
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA
540,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,,NA,prae,NA
540,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,,-1,prae,NA
540,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,,-1,prae,NA
540,LOC,Role,G,N_or_Pro,NA,prae,initial
540,LOC,Role,NA,N_or_Pro,NA,prae,initial
540,ABL,Role,NA,N_or_Pro,NA,prae,initial
540,COM,Role,NA,N_or_Pro,NA,prae,initial
2513,S/A-AGR,Gender;Number;Person;Role,Aditr;Atr;S,V,NA,prae,NA
1063,O-AGR,Number;Person;Role,P,V,1,post,NA
1063,O-AGR,Number;Person;Role,P,V,1,post,NA
512,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,split,NA
512,O-AGR,Gender;Number;Person;Role,G;P,V,NA,post,NA
165,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,NA,prae,NA
165,ACC,Number;Person;Role,G;P;T,Pro,NA,prae,NA
2047,NOM,Role,S;P;Atr,,NA,NA,NA
2047,OBL,Role,NA,NP,NA,prae,NA
488,NOM,Role,S;Atr;P,,NA,NA,NA
3040,NOM,Role,Atr;Aditr;S,N,NA,prae,NA
3040,ABS,Role,S;P;Atr;T;Aditr,,NA,NA,NA
3040,ACC,Role,T;P,Pro,NA,NA,NA
3040,DAT,Role,G;P,N,NA,prae,NA
3040,DAT,Role,P;G,Pro,NA,NA,NA
3040,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,NA,split,NA
3039,NOM,Role,P;S;Atr,,NA,NA,NA
3039,S/A-AGR,Number;Person;Role,S;Atr,V,NA,split,NA
3039,ACC,Role,P,Pro,NA,NA,NA
581,S/A-AGR,Number;Person;Role;TAM,S;Atr,V,NA,prae,NA
581,ACC,Number;Person;Role,P,Pro,-1,prae,NA
531,NOM,Role,S;P;Atr,,NA,NA,NA
2148,NOM,Role,Atr;S;P,,NA,NA,NA
2148,Pronom. object,Role,P,,NA,NA,NA
2096,NOM,Role,Aditr;P;T;S;G;Atr,,NA,NA,NA
740,NOM,Role,T;G;P;Aditr;S;Atr,,NA,NA,NA
740,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,NA,prae,NA
740,ACC,Number;Person;Role,T;G;P,V,NA,prae,NA
3042,NOM,Role,Atr;S,N,NA,prae,NA
3042,ABS,Role,S;P;Atr,,NA,NA,NA
3042,ACC,Role,P,Pro,NA,NA,NA
3042,S/A-AGR,Number;Person;Role,Atr;S,V,NA,split,NA
1473,NOM,Role,P;Atr;S,,NA,NA,NA
750,S/A-AGR,Number;Person;Role,Atr;S,V,NA,split,NA
750,NOM,Role,S;Atr;P,N,NA,prae,NA
750,ACC,Role,NA,Pro,NA,NA,NA
750,ABS,Role,Atr;P;S,,NA,NA,NA
2093,NOM,Role,T;G;P;Atr;Aditr;S,,NA,NA,NA
2093,OBJECT case,Number;Person;Role,G;P;T,V,NA,post,NA
885,S/A-AGR,Number;Person;Role,G;Aditr;S;Atr;P,V,NA,prae,NA
885,NOM,Role,NA,,NA,NA,NA
571,S/A-AGR,Number;Person;Role,Atr;S,V,NA,split,NA
1533,NOM,Person,S;P;Atr,,NA,NA,NA
885,P-AGR,Number;Person;Role,NA,V,NA,post,NA
403,DAT,Role,P;G,N_or_Pro,NA,NA,NA
403,NOM,Role,S;Atr;T;Aditr;P,N_or_Pro,NA,NA,NA
2536,S/A-AGR,Gender;Number;Person;Role,Aditr;Atr;S,V,NA,post,NA
324,S/A-AGR,Number;Person;Role,Aditr;S;Atr,,NA,post,NA
535,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
2537,S/A-AGR,Gender;Number;Person;Role,S;Atr,V,NA,post,NA
142,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,post,NA
2645,NOM,Role,S;Aditr;Atr;T;P;G,,NA,NA,NA
2645,Pronom. object,Role,G;P;T,Pro,NA,NA,NA
2973,DIR,Role,P;S;T;Atr;G;Aditr,V,NA,prae,NA
2973,Pronom. object,Number;Person;Role,G;T;S;Atr;P,V,NA,post,NA
3044,NOM,Gender;Number;Person;Role,Aditr;S;Atr;T;P,V,NA,post,NA
3044,OBJECT case,Referential;Role,P;T;G,NP,NA,prae,NA
1473,ACC,Role,P,Pro,NA,split,NA
1961,NOM,Role,S;P;Atr,,NA,NA,NA
3045,NOM,Number;Person;Role,T;P;G;Aditr;Atr;S,,NA,NA,NA
3045,OBJECT case,Number;Person;Role,P;T;G,,NA,NA,NA
885,NOM,Number;Person;Role,Aditr;T;Atr;P;G;S,,NA,NA,NA
885,OBJECT case,Number;Person;Role,NA,,NA,NA,NA
534,NOM,Role,S;P;Atr,,NA,NA,NA
3044,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,V,-1,prae,NA
1063,O-AGR,Number;Person;Role,NA,V,NA,post,NA
583,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,NA,split,NA
23,NOM,Gender;Role,S;Atr,N; Adj,NA,post,NA
23,S/A-AGR,Gender;Number;Person;Role,Atr;S,V,NA,prae,NA
2662,NOM,Role,S;Atr;Aditr;T;P,,NA,NA,NA
2662,DAT,Role,G,N,NA,post,NA
2662,ACC,Role,P;T,N,NA,post,NA
2662,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
57,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
1094,NOM,Role,Atr;S;P,,NA,NA,NA
1094,ACC,Role,P,N,NA,post,NA
1094,S/A-AGR,Number;Person;Role,S;Atr,V,NA,post,NA
387,NOM,Role,Atr;S;P,,NA,NA,NA
642,S/A-AGR,Gender;Number;Person;Role,Atr;S,V,NA,split,NA
393,NOM,Role,P;Atr;S,,NA,NA,NA
2029,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
2455,ACC,Role,NA,Pro,NA,prae,initial
2150,NOM,Role,P;Atr;S,,NA,NA,NA
1054,NOM,Role,P;Atr;S,,NA,NA,NA
188,NOM,Role,Aditr;Atr;P;S;T;G,,NA,NA,NA
1059,NOM,Role,T;Atr;P;S;Aditr,,NA,NA,NA
1059,NOM (pro),Number;Person;Referential;Role,S;Aditr;Atr,,NA,NA,NA
1059,ACC,Number;Person;Referential;Role,P;T,,NA,NA,NA
1059,DAT,Role,G,,NA,post,final
1095,NOM,Role,S;Atr;P,,NA,NA,NA
1095,ACC,Role,P,N; Pro,NA,post,final
1095,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
2102,NOM,Role,Atr;S;P,,NA,NA,NA
2102,ACC,Role,P,N; Pro,NA,prae,NA
1487,NOM,Role,P;Atr;S,,NA,NA,NA
1623,A-AGR,Person;Role,NA,V,3,post,NA
1623,OBJECT case,Number;Person;Role,G;P,V,NA,post,NA
1991,NOM,Role,S;P;Atr,,NA,NA,NA
2218,NOM,Role,P;S;Atr,,NA,NA,NA
2306,NOM,Role,T;P;S;G;Aditr;Atr,,NA,NA,NA
2306,ACC,Role,P;T,Pro,NA,prae,NA
1276,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,NA
1169,S/A-AGR,Gender;Number;Role,Aditr;S;Atr,V,NA,post,NA
2657,S/A-AGR,Role,Atr;Aditr;S,V,3NPST,post,NA
2657,S/A-AGR,Role,Atr;Aditr;S,V,3NPST,post,NA
2657,S/A-AGR,Role,S;Aditr;Atr,V,3NPST,post,NA
2657,S/A-AGR,Role,Aditr;Atr;S,V,3NPST,post,NA
2657,S/A-AGR,Role,S;Atr;Aditr,V,3NPST,post,NA
2657,S/A-AGR,Role,S;Aditr;Atr,V,3NPST,post,NA
2657,S/A-AGR,Role,Aditr;Atr;S,V,3NPST,post,NA
2153,NOM,Role,Atr;S,,NA,NA,NA
2153,S/A-AGR,Role,S;Atr,V,NA,post,NA
1702,NOM,Role,T;Atr;Aditr;G;P;S,,NA,NA,NA
1293,NOM,Role,S;Atr;P,,NA,NA,NA
1293,ACC,Role,P,Pro,NA,NA,NA
1573,NOM,Role,Atr;P;S,,NA,NA,NA
193,S/A-AGR,Number;Role,Atr;Aditr;S,V,NA,post,NA
193,S/A-AGR,Number;Role,S;Atr;Aditr,V,NA,post,NA
995,S-AGR,Number;Person;Role,NA,V,NA,post,NA
518,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
518,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1NSPST,post,NA
518,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1NSPST,post,NA
518,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1NSPST,post,NA
518,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1NSPST,post,NA
518,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1NSPST,post,NA
518,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1NSPST,post,NA
1414,ABS,Role,P;Atr;S,,NA,NA,NA
2628,NOM,Role,S;Atr;P,,NA,NA,NA
2628,S/A-AGR,Number;Person;Role,S;Atr;P,V,NA,prae,NA
2628,O-AGR,Number;Person;Role,NA,V,NA,post,NA
1414,NOM,Role,NA,N,NA,NA,NA
1414,S/A-AGR,Number;Person;Role,NA,V,NA,split,NA
1414,O-AGR,Number;Person;Role,NA,V,NA,post,NA
2628,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
2628,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
2628,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
2628,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
2628,O-AGR,Number;Person;Role,P,V,1,post,NA
2628,O-AGR,Number;Person;Role,P,V,1,post,NA
2628,O-AGR,Number;Person;Role,P,V,1,post,NA
2628,O-AGR,Number;Person;Role,P,V,1,post,NA
2628,O-AGR,Number;Person;Role,P,V,1,post,NA
2628,O-AGR,Number;Person;Role,P,V,1,post,NA
1791,ABS,Role,S;Atr;G;T;Aditr;P,,NA,NA,NA
1791,NOM,Role,NA,N,NA,post,NA
1791,S/A-AGR,Aspect;Number;Person;Role,NA,V,NA,simul,NA
1791,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1791,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1791,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1791,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1791,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1791,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
2554,ACC,Role,G;T;P,,NA,NA,NA
2554,NOM,Role,Atr;S;Aditr,N,NA,post,NA
2098,ABS,Role,P;S;Atr,,NA,NA,NA
2098,NOM,Role,NA,N,NA,NA,NA
2098,ACC,Role,P,N,NA,NA,NA
1413,ABS,Role,S;Atr;P,,NA,NA,NA
1413,NOM,Role,NA,N,NA,NA,NA
2268,NOM,Role,T;P;Aditr;S;Atr,,NA,NA,NA
512,NOM,Role,Atr;P;S,,NA,NA,NA
374,S/A-AGR,Number;Role,NA,V,1,NA,NA
2607,NOM,Role,S;Atr;T;Aditr;P,,NA,NA,NA
374,DAT,Role,G,NP,NA,NA,NA
3022,NOM,Role,S;Atr;Aditr;P;T,,NA,NA,NA
3022,ACC,Role,T;P;G,NP,NA,prae,NA
2801,NOM,Role,T;P;G;Atr;Aditr;S,,NA,NA,NA
3047,NOM,Role,P;Atr;S,,NA,NA,NA
1671,NOM,Role,S;Atr;P,,NA,NA,NA
1144,ACC,Role,T;P,,NA,NA,NA
2982,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
2982,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
2982,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
2982,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
503,LOC,Role,G,NP,NA,post,final
687,S/A-AGR,Number;Role,NA,V,NA,NA,NA
460,S/O-AGR,Number;Person;Role,S;P;Atr,V,NA,prae,NA
460,A-AGR,Number;Person;Role,NA,V,NA,prae,NA
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
460,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
460,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
460,S/O-AGR,Number;Person;Role,S;P,V,-2,prae,NA
460,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
337,A-AGR,Number;Person;Role,NA,V,NA,prae,NA
337,NOM,Role,S;P;Atr,,NA,NA,NA
337,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
337,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
337,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
337,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
337,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
337,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
337,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
337,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
337,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
337,S/O-AGR,Number;Person;Role,S;P,V,-2,prae,NA
337,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
682,A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
682,A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
682,A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
682,A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
682,O-AGR,Number;Person;Role,P,V; Adj; N,1INCOM,post,NA
682,O-AGR,Number;Person;Role,P,V; Adj; N,1INCOM,post,NA
682,O-AGR,Number;Person;Role,P,V; Adj; N,1INCOM,post,NA
682,O-AGR,Number;Person;Role,P,V; Adj; N,1INCOM,post,NA
682,O-AGR,Number;Person;Role,P,V; Adj; N,1INCOM,post,NA
3049,NOM,Role,S;P;Atr,,NA,NA,NA
1128,NOM,Role,Atr;S;Aditr;T;G;P,,NA,NA,NA
1264,NOM,Role,P;Atr;T;S;Aditr,,NA,NA,NA
1136,A-AGR,Person;Role,Atr;S,V,-1,prae,NA
1136,A-AGR,Person;Role,Atr;S,V,-1,prae,NA
1136,A-AGR,Person;Role,Atr;S,V,-1,prae,NA
2544,PAST PFV,Number;Person;Role;TAM,NA,V,NA,post,NA
687,O-AGR,Number;Role,NA,V,NA,NA,NA
1136,NOM,Role,Atr;T;P;S;G;Aditr,,NA,NA,NA
1414,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
1414,S/A-AGR,Number;Person;Role,S;Atr,V,3PFV,post,NA
1414,S/A-AGR,Number;Person;Role,Atr;S,V,3PFV,post,NA
1414,S/A-AGR,Number;Person;Role,Atr;S,V,3PFV,post,NA
1414,S/A-AGR,Number;Person;Role,S;Atr,V,3PFV,post,NA
1414,S/A-AGR,Number;Person;Role,Atr;S,V,3PFV,post,NA
1414,S/A-AGR,Number;Person;Role,Atr;S,V,3PFV,post,NA
1414,S/A-AGR,Number;Person;Role,S;Atr,V,3PFV,post,NA
1414,O-AGR,Number;Person;Role,P,V,2,post,NA
1414,O-AGR,Number;Person;Role,P,V,2,post,NA
1414,O-AGR,Number;Person;Role,P,V,2,post,NA
1414,O-AGR,Number;Person;Role,P,V,2,post,NA
681,S/A-AGR,Number;Person;Role,S;Atr,V,3,post,NA
681,S/A-AGR,Number;Person;Role,Atr;S,V,3,post,NA
681,S/A-AGR,Number;Person;Role,S;Atr,V,3,post,NA
681,S/A-AGR,Number;Person;Role,S;Atr,V,3,post,NA
681,S/A-AGR,Number;Person;Role,S;Atr,V,3,post,NA
681,S/A-AGR,Number;Person;Role,Atr;S,V,3,post,NA
681,S/A-AGR,Number;Person;Role,Atr;S,V,3,post,NA
681,O-AGR,Number;Person;Role,NA,V,NA,post,NA
681,O-AGR,Number;Person;Role,NA,V,2,post,NA
681,O-AGR,Number;Person;Role,P,V,2,post,NA
681,O-AGR,Number;Person;Role,P,V,2,post,NA
681,S/A-AGR,Number;Person;Role,Atr;S,V,3,post,NA
679,NOM,Role,Atr;S;P,,NA,NA,NA
679,ACC,Role,P,N; Pro,NA,post,NA
679,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
679,S/A-AGR,Number;Person;Role,S;Atr,V,3NEG,post,NA
679,S/A-AGR,Number;Person;Role,Atr;S,V,3NEG,post,NA
679,S/A-AGR,Number;Person;Role,S;Atr,V,3NEG,post,NA
679,S/A-AGR,Number;Person;Role,Atr;S,V,3NEG,post,NA
679,S/A-AGR,Number;Person;Role,Atr;S,V,3NEG,post,NA
2172,NOM,Role,Atr;S;P,,NA,NA,NA
559,S/A-AGR,Number;Role,Atr;S,V,1PRF,post,NA
559,S/A-AGR,Person;Role,S;Atr,V,-2,prae,NA
559,S/A-AGR,Number;Person;Role,S;Atr,V,1PRF,post,NA
559,S/A-AGR,Number;Person;Role,Atr;S,V,1PRF,post,NA
559,S/A-AGR,Number;Person;Role,S;Atr,V,1PRF,post,NA
