session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type	left	subj.marker	ref.marker	ref.category	sesh.seq	prime.distance	prime.cat.seq	prime.subj.marker	prime.seq	prime.subj	lex.stem
dihi_khahare	22	1061549	kha u lud a yakt a kha	khauludaktakha	1nsP 3nsS/A tell PST IPFV PST NMLZ	prefix prefix stem suffix suffix suffix suffix	655 1201 1575 1202 6674 1202 1335	dihi_khahare.413	adult	Conversation	7210	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	413	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
clldch3r12s06	22	729414	a mai pid th u ŋs u m e	amapitusumhẽ	2S/A NEG give NEG 3P PRF 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 363 2458 2459 6702 2459 1683 1234	CLLDCh3R12S06.787	CLLD	Conversation	6328	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	787	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
dr_exp	23	1066503	a mai lis th e	amailithe	2S/A NEG be NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1558 2458 1234	DR_exp.0114	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	114	111	ag.neg	a	3	left	/lis/ 'be'
clldch1r06s02	24	276161	u mai hid t a ŋs a kha	umaihitaŋsakha	3nsS/A NEG be.able NEG PST PRF PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	1201 1199 127 2458 1202 6702 1202 1335	CLLDCh1R06S02.1074	CLLD	Conversation	3956	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1074	Inf	NA	NA	#NAME?	unknown	/hid/ 'finish.to'
clldch1r06s01	24	272476	u mai kop yokt e	umaikopyokte	3nsS/A NEG pick.up NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1453 2460 1234	CLLDCh1R06S01.1682	CLLD	Conversation	3955	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1682	453	neg.ag	a	1229	right	/kop/ 'pick.up'
durga_job	25	1071436	kha a cind a go	khaacindago	1nsP 2S/A teach PST NMLZ	prefix prefix stem suffix suffix	655 654 922 1202 1119	Durga_job.0097	adult	Narrative	12775	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	97	Inf	NA	NA	#NAME?	unknown	/cind/ 'teach'
durga_job	25	1071459	kha a cind no	khaacinno	1nsP 2S/A teach IND.NPST	prefix prefix stem suffix	655 654 922 2330	Durga_job.0102	adult	Narrative	12775	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	102	5	pat.ag	a	97	right	/cind/ 'teach'
durga_exp	25	1070511	u mai ŋis yokt e	umainiyokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	Durga_Exp.08	adult	Description	12775	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	8	Inf	NA	NA	#NAME?	unknown	/ŋis/ 'know'
durga_job	25	1071831	kha u pid a ŋs e	khaupidaŋse	1nsP 3nsS/A give PST PRF IND.PST	prefix prefix stem suffix suffix suffix	655 1201 363 1202 6702 1234	Durga_job.0166	adult	Narrative	12775	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	166	6	pat.ag	u	160	right	/pid/ 'give'
durga_job	25	1071802	kha u pid a ŋs e	khaupidaŋse	1nsP 3nsS/A give PST PRF IND.PST	prefix prefix stem suffix suffix suffix	655 1201 363 1202 6702 1234	Durga_job.0160	adult	Narrative	12775	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	160	58	pat.ag	a	102	right	/pid/ 'give'
clldch4r04s03	26	824248	a mai ca yokt a ŋs e kha	amacayoktaŋsekha	2S/A NEG eat NEG PST PRF IND.PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 771 2460 1202 6702 1234 1335	CLLDCh4R04S03.0458	CLLD	Conversation	14566	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	458	Inf	NA	NA	#NAME?	unknown	/ca/ 'eat'
clldch4r01s05a	26	773159	a ma catt ce	amacacce	2S/A 1nseP strike d	prefix prefix stem suffix	654 656 799 1203	CLLDCh4R01S05a.0701	CLLD	Conversation	14480	a.ma	ag.pat	"ag,pat"	TRUE	a	ma	obj	701	Inf	NA	NA	#NAME?	unknown	/catt/ 'hit'
ctn_aware	27	1009245	mai a khems yokt u m ŋs u m e	maakhemyoktumsumme	NEG 2S/A hear NEG 3P 1/2nsA PRF 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1199 654 1370 2460 2459 1683 6702 2459 1683 1234	ctn_aware.133	adult	Conversation	NA	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	133	Inf	NA	NA	#NAME?	unknown	/khems/ 'listen'
ctn_aware	27	1009248	mai a khems yokt u m ŋs u m kha	maakhemyoktumsumkha	NEG 2S/A hear NEG 3P 1/2nsA PRF 3P 1/2nsA NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1199 654 1370 2460 2459 1683 6702 2459 1683 1335	ctn_aware.135	adult	Conversation	NA	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	135	2	neg.ag	a	133	right	/khems/ 'listen'
ganesh_talk	27	1087998	u mai khipt th a ŋs e	umaikhiptaŋse	3nsS/A NEG study NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 211 2458 1202 6702 1234	Ganesh_talk.0018	adult	Description	9417	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	18	Inf	NA	NA	#NAME?	unknown	/khipt/ 'read'
ganesh_talk	27	1088610	u mai ŋed yokt a ŋs e	umaineyoktaŋsẽʔ	3nsS/A NEG study NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 334 2460 1202 6702 1234	Ganesh_talk.0122	adult	Description	9417	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	122	104	ag.neg	u	18	left	/ŋed/ 'read'
ganesh_talk	27	1089437	u kha thapt e	ukhathapte	3nsS/A 1nsP bring.across IND.PST	prefix prefix stem suffix	1201 655 2260 1234	Ganesh_talk.0253	adult	Description	9417	u.kha	ag.pat	"ag,pat"	TRUE	u	kha	obj	253	Inf	NA	NA	#NAME?	unknown	/thapt/ 'bring.across'
clldch1r11s01	28	331271	u mai latt th a ŋs a ŋ e	umalatthaŋsehẽʔ	3nsS/A NEG be.enough.for NEG PST PRF PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 227 2458 1202 6702 1202 2875 1234	CLLDCh1R11S01.004	CLLD	Conversation	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	4	Inf	NA	NA	#NAME?	unknown	/latt/ 'be.enough.for'
clldch4r04s06	29	838292	mai u ca u th u k e	maiucotoke	NEG 3nsS/A eat 3P NEG 3P IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 771 2459 2458 2459 ROS38 1234	CLLDCh4R04S06.1548	CLLD	Conversation	14515	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	1548	Inf	NA	NA	#NAME?	unknown	/ca/ 'eat'
clldch4r04s02	29	818798	u mai ca yokt a ce e	umacayoktace	3nsS/A NEG eat NEG PST 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 771 2460 1202 1204 1234	CLLDCh4R04S02.1287	CLLD	Conversation	14511	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1287	820	ag.neg	a	467	left	/ca/ 'eat'
clldch4r04s02	29	819694	u mai ca yokt u kV	umacayoktogo	3nsS/A NEG eat NEG 3P IND.NPST	prefix prefix stem suffix suffix suffix	1201 1199 771 2460 2459 1682	CLLDCh4R04S02.1560	CLLD	Conversation	14511	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1560	273	ag.neg	u	1287	left	/ca/ 'eat'
clldch4r01s04	29	770538	a mai ca u yokt e	amaicoyokte	2S/A NEG eat 3P NEG IND.PST	prefix prefix stem suffix suffix suffix	654 1199 771 2459 2460 1234	CLLDCh4R01S04.1710	CLLD	Conversation	14425	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1710	Inf	NA	NA	#NAME?	unknown	/ca/ 'eat'
clldch4r03s01	29	797392	a mai ca u yokt e	amacoyokte	2S/A NEG eat 3P NEG IND.PST	prefix prefix stem suffix suffix suffix	654 1199 771 2459 2460 1234	CLLDCh4R03S01.1504	CLLD	Conversation	14484	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1504	Inf	NA	NA	#NAME?	unknown	/ca/ 'eat'
clldch4r05s01	29	842754	a mai ta cekt yokt e	amataceʔyoʔte	2S/A NEG FOC speak NEG IND.PST	prefix prefix stem stem suffix suffix	654 1199 496 45 2460 1234	CLLDCh4R05S01.1719	CLLD	Conversation	14542	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1719	Inf	NA	NA	#NAME?	unknown	/cekt/ 'say'
clldch4r11s11	29	956857	u mai chid th a ŋs a ce e kha	umaichitaŋsacekha	3nsS/A NEG wash NEG PST PRF PST d IND.PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1201 1199 857 2458 1202 6702 1202 1203 1234 1335	CLLDCh4R11S11.065	CLLD	Conversation	14731	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	65	Inf	NA	NA	#NAME?	unknown	/chid/ 'wash'
clldch4r06s01	29	866553	u mai chitt yokt e	umachiʔyokte	3nsS/A NEG meet NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 79 2460 1234	CLLDCh4R06S01.0891	CLLD	Conversation	14575	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	891	Inf	NA	NA	#NAME?	unknown	/chitt/ 'find'
clldch4r12s08	29	973459	u mai hid yokt e	umaihiokte	3nsS/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 127 2460 1234	CLLDCh4R12S08.0706	CLLD	Conversation	14788	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	706	Inf	NA	NA	#NAME?	unknown	/hid/ 'finish.to'
clldch4r07s05	29	897457	a mai hid yokt e	amahiyokte	2S/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	654 1199 127 2460 1234	CLLDCh4R07S05.1493	CLLD	Conversation	14600	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1493	167	ag.neg	a	1326	left	/hid/ 'finish.to'
clldch4r07s05	29	897460	a mai hid yokt e	amahiyokte	2S/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	654 1199 127 2460 1234	CLLDCh4R07S05.1495	CLLD	Conversation	14600	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1495	2	ag.neg	a	1493	left	/hid/ 'finish.to'
clldch4r06s03	29	873462	mai u khat th a ŋs e	maiukhattaŋse	NEG 3nsS/A go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1363 2458 1202 6702 1234	CLLDCh4R06S03.0772	CLLD	Conversation	14577	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	772	1	neg.ag	u	771	right	/khat/ 'go'
clldch4r06s03	29	873459	mai u khat th a ŋs e	maiukhataŋse	NEG 3nsS/A go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1363 2458 1202 6702 1234	CLLDCh4R06S03.0771	CLLD	Conversation	14577	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	771	284	neg.ag	u	487	right	/khat/ 'go'
clldch4r05s02	29	845474	u mai patt th e	umaipathe	3nsS/A NEG call NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1842 2458 1234	CLLDCh4R05S02.0390	CLLD	Conversation	14544	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	390	Inf	NA	NA	#NAME?	unknown	/patt/ 'call'
clldch4r02s02a	29	780571	u mai pid yokt u ce e	umapioktuce	3nsS/A NEG give NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 363 2460 2459 1204 1234	CLLDCh4R02S02a.359	CLLD	Conversation	14458	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	359	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
clldch4r07s05	29	897031	a mai pid t u m ce m e	amapithumcume	2S/A NEG give NEG 3P 1/2nsA 3nsP 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 363 2458 2459 1683 1204 1683 1234	CLLDCh4R07S05.1326	CLLD	Conversation	14600	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1326	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
clldch4r02s02b	29	784710	a mai pid yokt e	amapiokte	2S/A NEG give NEG IND.PST	prefix prefix stem suffix suffix	654 1199 363 2460 1234	CLLDCh4R02S02b.0780	CLLD	Conversation	14458	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	780	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
clldch4r06s01	29	869268	a mai pid yokt e	amapiyokte	2S/A NEG give NEG IND.PST	prefix prefix stem suffix suffix	654 1199 363 2460 1234	CLLDCh4R06S01.1858	CLLD	Conversation	14575	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1858	967	ag.neg	u	891	left	/pid/ 'give'
clldch4r06s03	29	872707	mai u ta th e	maiutate	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2458 1234	CLLDCh4R06S03.0487	CLLD	Conversation	14577	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	487	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
clldch4r04s02	29	821393	a mai tept yokt e	amatepyokte	2S/A NEG wash NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2241 2460 1234	CLLDCh4R04S02.467	CLLD	Conversation	14511	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	467	Inf	NA	NA	#NAME?	unknown	/tept/ 'wash'
clldch4r10s04	29	935293	kha a toŋs no ʔ	khaatoŋnoʔ	1nsP 2S/A respond IND.NPST EMPH	prefix prefix stem suffix suffix	655 654 2340 2330 6766	CLLDCh4R10S04.213	CLLD	Conversation	14697	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	213	Inf	NA	NA	#NAME?	unknown	/toŋs/ 'fit'
clldch4r03s03	29	806942	mai u yug th e	maĩuyuŋte	NEG 3nsS/A stay NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2478 2458 1234	CLLDCh4R03S03.1227	CLLD	Conversation	14486	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	1227	211	neg.ag	a	1016	right	/yug/ 'sit'
clldch2r08s01	30	474460	u mai ta yokt e	umaitayokte	3nsS/A NEG come NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2192 2460 1234	CLLDCh2R08S01.0680	CLLD	Conversation	20045	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	680	433	ag.neg	a	247	left	/ta/ 'come'
tangk_talk	31	1252501	u ma lap th a ŋ e	umalapthehẽ	3sA 1nseP catch NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 656 1506 2458 1202 2875 1234	tangk_talk.342	adult	Conversation	10585	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	342	4	ag.neg	a	338	left	/lap/ 'catch'
nangsuba_a2	32	1163348	u mai hid yokt e	umahiyokte	3nsS/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 JP020 2460 1234	nangsuba_A2.280	adult	Description	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	280	Inf	NA	NA	#NAME?	unknown	/hid/ 'be.in.good.health'
nangsuba_a2	32	1163349	u mai hid yokt e	umahiyokte	3nsS/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 JP020 2460 1234	nangsuba_A2.281	adult	Description	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	281	1	ag.neg	u	280	left	/hid/ 'be.in.good.health'
clldch2r02s03	33	387825	mai u khat yokt a ŋs a ce kha	maukhaiʔyoktaŋsacekha	NEG 3nsS/A go NEG PST PRF PST d NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 1363 2460 1202 6702 1202 1203 1335	CLLDCh2R02S03.254	CLLD	Conversation	23604	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	254	Inf	NA	NA	#NAME?	unknown	/khat/ 'go'
clldch2r04s04	33	422468	mai u lap th a ŋs a ce e	maiulaptaŋsace	NEG 3nsS/A catch NEG PST PRF PST 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 1506 2458 1202 6702 1202 1204 1234	CLLDCh2R04S04.271	CLLD	Conversation	23663	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	271	Inf	NA	NA	#NAME?	unknown	/lap/ 'catch'
clldch3r09s03	33	680913	a ma phad no ta	amaphanota	2S/A 1nseP help IND.NPST IPFV	prefix prefix stem suffix suffix	654 656 1869 2330 497	CLLDCh3R09S03.567	CLLD	Conversation	23813	a.ma	ag.pat	"ag,pat"	TRUE	a	ma	obj	567	Inf	NA	NA	#NAME?	unknown	/phad/ 'help'
clldch2r03s04	33	409114	mai u ta yokt e	maiutayokte	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2460 1234	CLLDCh2R03S04.0240	CLLD	Conversation	23634	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	240	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
clldch3r07s04	33	661433	a mai tat yokt i e	amataiyoktihe	2S/A NEG bring NEG 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix	654 1199 2207 2460 1678 1234	CLLDCh3R07S04.0829	CLLD	Conversation	23751	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	829	544	ag.neg	u	285	left	/tat/ 'bring'
clldch2r07s04	33	469298	mai a thapt yokt e	maathapyokte	NEG 2S/A bring.across NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2260 2460 1234	CLLDCh2R07S04.0524	CLLD	Conversation	23750	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	524	Inf	NA	NA	#NAME?	unknown	/thapt/ 'bring.across'
clldch2r04s01	33	417380	a mai yukt u yakt u ce e ʔ	amayukoktuceʔ	2S/A NEG keep.for 3P IPFV 3P 3nsP IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 2472 2459 6674 2459 1204 1234 6766	CLLDCh2R04S01.0688	CLLD	Conversation	23660	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	688	271	ag.neg	u	417	left	/yukt/ 'keep.for'
clldch1r02s04b	34	212297	a mai lud t u ce kha	amailuthucekha	2S/A NEG tell NEG 3P 3nsP NMLZ	prefix prefix stem suffix suffix suffix suffix	654 1199 1575 2458 2459 1204 1335	CLLDCh1R02S04b.1549	CLLD	Conversation	7487	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1549	1016	ag.neg	a	533	left	/lud/ 'say.to'
clldch1r02s03b	34	205731	u mai par yokt a ŋs e	umaipaoktaŋse	3nsS/A NEG increase NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 350 2460 1202 6702 1234	CLLDCh1R02S03b.654	CLLD	Conversation	7486	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	654	434	ag.neg	u	220	left	/par/ 'grow'
clldch4r13s02	35	979210	mai a hid th e	maiahite	NEG 2S/A be.finished NEG IND.PST	prefix prefix stem suffix suffix	1199 654 126 2458 1234	CLLDCh4R13S02.837	CLLD	Conversation	4572	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	837	326	neg.ag	a	511	right	/hid/ 'be.finished'
clldch4r01s03	35	763211	mai a khatt yokt u ŋs e	maiakhaiʔyoktoŋse	NEG 2S/A take NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1364 2460 2459 6702 1234	CLLDCh4R01S03.0657	CLLD	Conversation	4139	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	657	Inf	NA	NA	#NAME?	unknown	/khatt/ 'take.away'
clldch4r12s04	35	964710	mai a tok th u ŋs e	maiatoktoŋse	NEG 2S/A get.the.chance.to NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 524 2458 2459 6702 1234	CLLDCh4R12S04.776	CLLD	Conversation	4501	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	776	Inf	NA	NA	#NAME?	unknown	/tok/ 'get.to'
clldch4r10s04	36	935377	a mai ims th e	amaiimte	2S/A NEG sleep NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1244 2458 1234	CLLDCh4R10S04.243	CLLD	Conversation	1886	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	243	155	ag.neg	u	88	left	/ims/ 'sleep'
clldch3r14s01	37	746673	mai u catt th a ŋs a ŋ e	maiucattaŋsehẽʔ	NEG 3sA hit NEG PST PRF PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 799 2458 1202 6702 1202 2875 1234	CLLDCh3R14S01.0601	CLLD	Conversation	2410	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	601	255	ag.neg	a	346	left	/catt/ 'hit'
ctn_fut_pln	38	1016103	kha a cand no kha	khaacannoʔkha	1nseP 2S/A feed IND.NPST NMLZ	prefix prefix stem suffix suffix	655 654 788 2330 1335	CTN_Fut_Pln.118	adult	Conversation	NA	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	118	Inf	NA	NA	#NAME?	unknown	/cand/ 'feed'
dkt_ktm_trip	38	1063172	mai u chitt th e	maĩuchitte	NEG 3nsS/A find NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 79 2458 1234	dkt-ktm-trip.0262	adult	Conversation	NA	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	262	121	ag.neg	a	141	left	/chitt/ 'find'
kamce_talk	38	1127149	mai a hid t i ŋs i hẽ	maiahitiŋsihẽ	NEG 2S/A finish.to NEG 1/2pS/P PRF 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 654 127 2458 1678 6702 1678 1234	kamce_talk.0023	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	23	3	neg.ag	a	20	right	/hid/ 'finish.to'
kamce_talk	38	1127135	mai a hid u ŋs u ce e kha	maahiduŋsucekha	NEG 2S/A finish.to 3P PRF 3P 3nsP IND.PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 654 127 2459 6702 2459 1204 1234 1335	kamce_talk.0020	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	20	12	ag.neg	u	8	left	/hid/ 'finish.to'
kamce_talk	38	1127316	mai u khag t a ŋ i hẽ	maukhaŋtaŋnɨhẽ	NEG 3nsS/A see NEG PST 1sS/P 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 1366 2458 1202 2875 1678 1234	kamce_talk.0062	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	62	5	neg.ag	u	57	right	/khag/ 'watch'
them_talk	38	1264840	mai a khat t a kha	maiakhatthakha	NEG 2S/A go NEG PST NMLZ	prefix prefix stem suffix suffix suffix	1199 654 1363 2458 1202 1335	them_talk.0059	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	59	6	neg.ag	a	53	right	/khat/ 'go'
dkt_ktm_trip	38	1062391	a mai khat th e	amaikhatte	2S/A NEG go NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1363 2458 1234	dkt-ktm-trip.0045	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	45	Inf	NA	NA	#NAME?	unknown	/khat/ 'go'
them_talk	38	1264969	mai a khatt t i hẽ	maiakhattihẽ	NEG 2S/A take NEG 1/2pS/P PST	prefix prefix stem suffix suffix suffix	1199 654 1364 2458 1678 1234	them_talk.0091	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	91	3	ag.neg	u	88	left	/khatt/ 'take.away'
them_talk	38	1264816	mai ta a khems th e	maitaakhemte	NEG FOC 2S/A listen NEG IND.PST	prefix stem prefix stem suffix suffix	1199 496 654 1370 2458 1234	them_talk.0053	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	53	11	neg.ag	u	42	right	/khems/ 'listen'
kamce_talk	38	1127290	kha mai u khems t e	khamaiukhemte	1nsP NEG 3nsS/A listen NEG IND.PST	prefix prefix prefix stem suffix suffix	655 1199 1201 1370 2458 1234	kamce_talk.0057	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	57	3	ag.neg	a	54	left	/khems/ 'listen'
ctn_fut_pln	38	1017390	mai u kos th a ŋs e	maukothaŋse	NEG 3nsS/A roam NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1455 2458 1202 6702 1234	CTN_Fut_Pln.368	adult	Conversation	NA	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	368	194	ag.neg	u	174	left	/kos/ 'walk.around'
kamce_talk	38	1127349	mai u latt e hẽ	maiulattehẽ	NEG 3sA be.enough.for IND.PST ePST	prefix prefix stem suffix suffix	1199 1201 227 1234 1234	kamce_talk.0066	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	66	4	neg.ag	u	62	right	/latt/ 'be.enough.for'
kamce_talk	38	1127206	mai u latt e hẽ	maiulattehẽ	NEG 3nsS/A be.enough.for IND.PST ePST	prefix prefix stem suffix suffix	1199 1201 227 1234 1234	kamce_talk.0036	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	36	13	neg.ag	a	23	right	/latt/ 'be.enough.for'
ctn_fut_pln	38	1017387	u mai numd th e	umanumthe	3nsS/A NEG do NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1781 2458 1234	CTN_Fut_Pln.368	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	368	194	ag.neg	u	174	left	/numd/ 'do'
them_talk	38	1264724	a mai ta ŋakt u ce e	amaitaŋaktuce	2S/A NEG FOC ask.for 3P 3nsP IND.PST	prefix prefix stem stem suffix suffix suffix	654 1199 496 2482 2459 1204 1234	them_talk.0028	adult	Conversation	8907	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	28	1	ag.neg	u	27	left	/ŋakt/ 'ask.for'
rm_jk_talk01	38	1225004	mai a nis t ce e	maiaŋituce	NEG 2S/A know NEG 3nsP IND.PST	prefix prefix stem suffix suffix suffix	1199 654 335 2458 1204 1234	RM_JK_talk01.156	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	156	93	ag.neg	a	63	left	/ŋis/ 'know'
them_talk	38	1264692	kha a mai patt t i hẽ	khaamaipattihẽ	1nsP 2S/A NEG call NEG 1/2pS/P PST	prefix prefix prefix stem suffix suffix suffix	655 654 1199 1842 2458 1678 1234	them_talk.0018	adult	Conversation	8907	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	18	5	pat.ag	a	13	right	/patt/ 'call'
