session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type	left	subj.marker	ref.marker	ref.category	sesh.seq	prime.distance	prime.cat.seq	prime.subj.marker	prime.seq	prime.subj	lex.stem
phidang_talk	93	1208534	mai a tokt yokt u m e	maatokyoktumhẽ	NEG 2S/A get NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 2332 2460 2459 1683 1234	phidang_talk.461	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	461	13	neg.ag	a	448	right	/tokt/ 'get'
phidang_talk	93	1208483	mai a tokt yokt u m e	maatokyoktumhẽ	NEG 2S/A get NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 2332 2460 2459 1683 1234	phidang_talk.448	adult	Conversation	12726	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	448	6	neg.ag	u	442	right	/tokt/ 'get'
chintang_now	93	12261	u mai wat yokt a yakt e	umaiwayaktakte	3nsS/A NEG wear NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2429 2460 1202 6674 1234	chintang_now.0159	adult	Conversation	13769	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	159	Inf	NA	NA	#NAME?	unknown	/wat/ 'put.on'
phidang_talk	93	1206997	mai u yug yokt a yakt e	maiuyuŋyaktakte	NEG 3nsS/A be NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2478 2460 1202 6674 1234	phidang_talk.008	adult	Conversation	12726	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	8	Inf	NA	NA	#NAME?	unknown	/yug/ 'sit'
phidang_talk	93	1208444	mai u yug yokt a yakt e	maiuyuŋyoktakte	NEG 3nsS/A be NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2478 2460 1202 6674 1234	phidang_talk.437	adult	Conversation	12726	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	437	1	neg.ag	u	436	right	/yug/ 'sit'
cldlch2r07s01	94	88502	a mai hekt a kha	amahektakha	2S/A NEG cut PST NMLZ	prefix prefix stem suffix suffix	654 1199 1170 1202 1335	CLDLCh2R07S01.0702	CLDL	Conversation	18467	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	702	15	ag.neg	u	687	left	/hekt/ 'cut'
community_view	95	1004785	kha u copt	khaucop	1nsP 3nsS/A see	prefix prefix stem	655 1201 947	community_view.420	adult	Conversation	15695	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	420	1	pat.ag	u	419	right	/copt/ 'see'
community_view	95	1004793	kha u copt ne	khaucopne	1nsP 3nsS/A see OPT	prefix prefix stem suffix	655 1201 947 1767	community_view.422	adult	Conversation	15695	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	422	1	pat.ag	u	421	right	/copt/ 'see'
community_view	95	1004794	kha u copt ne	khaucopne	1nsP 3nsS/A see OPT	prefix prefix stem suffix	655 1201 947 1767	community_view.423	adult	Conversation	15695	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	423	1	pat.ag	u	422	right	/copt/ 'see'
free_talk	96	1076228	u mai chitt yokt e	umachiyokte	3nsS/A NEG have.time.for NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 80 2460 1234	Free_talk.125	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	125	Inf	NA	NA	#NAME?	unknown	/chitt/ 'find.the.time.to'
clldch2r11s01	96	519409	mɨkseĩ mai a khag th a ŋ e	mɨksimaiakhaŋtehẽʔ	recognize NEG 2S/A recognize NEG PST 1sS/P IND.PST	prefix prefix prefix stem suffix suffix suffix suffix	309 1199 654 310 2458 1202 2875 1234	CLLDCh2R11S01.0641	CLLD	Conversation	367117	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	641	Inf	NA	NA	#NAME?	unknown	/khag/ 'know'
pear_1-2	96	1178782	u mai khag yokt e	umaikhaŋyakte	3nsS/A NEG see NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1366 2460 1234	pear_1-2.0133	adult	Experimental	368960	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	133	Inf	NA	NA	#NAME?	unknown	/khag/ 'watch'
clldch4r03s05	96	809477	a mai khat th a khaŋ a	amaikhattakha	2S/A NEG go NEG PST CON PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1363 2458 1202 1337 1202	CLLDCh4R03S05.0067	CLLD	Conversation	366879	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	67	5	ag.neg	a	62	left	/khat/ 'go'
clldch4r03s05	96	809470	a mai khat th a ŋs e	amaikhattaŋseʔ	2S/A NEG go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1363 2458 1202 6702 1234	CLLDCh4R03S05.0062	CLLD	Conversation	366879	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	62	Inf	NA	NA	#NAME?	unknown	/khat/ 'go'
clldch4r03s05	96	809480	a mai khat th e	amaikhatteʔ	2S/A NEG go NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1363 2458 1234	CLLDCh4R03S05.0068	CLLD	Conversation	366879	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	68	1	ag.neg	a	67	left	/khat/ 'go'
clldch3r04s05b	96	613233	mai a khatt th e	maakhatthe	NEG 2S/A take NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1364 2458 1234	CLLDCh3R04S05b.404	CLLD	Conversation	366904	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	404	Inf	NA	NA	#NAME?	unknown	/khatt/ 'take.away'
clldch2r09s04	96	494586	u mai khatt yokt u ŋs u kha	umakhaiyoktoŋsokha	3sA NEG take NEG 3P PRF 3P NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	1201 1199 1364 2460 2459 6702 2459 1335	CLLDCh2R09S04.0675	CLLD	Conversation	367056	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	675	Inf	NA	NA	#NAME?	unknown	/khatt/ 'take.away'
clldch2r11s01	96	519623	mai u lis t a ce e	maiulitaceʔ	NEG 3nsS/A be NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1558 2458 1202 1203 1234	CLLDCh2R11S01.0725	CLLD	Conversation	367117	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	725	84	neg.ag	a	641	right	/lis/ 'be'
lh_lal	96	1143371	mai u lis yokt a ŋs e	mauliyoktaŋse	NEG 3nsS/A happen NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1558 2460 1202 6702 1234	LH_Lal.0258	adult	Narrative	366823	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	258	80	ag.neg	u	178	left	/lis/ 'be'
gen_talk	96	1092023	u mai lis yokt e	umailiyokte	3nsS/A NEG be NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1558 2460 1234	Gen_talk.077	adult	Conversation	366824	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	77	Inf	NA	NA	#NAME?	unknown	/lis/ 'be'
clldch4r05s03	96	849596	a mai lud th u ce m kha	amailuthucumkha	2S/A NEG tell NEG 3P 3nsP 1/2nsA NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 1575 2458 2459 1204 1683 1335	CLLDCh4R05S03.432	CLLD	Conversation	366935	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	432	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
clldch3r08s03	96	668642	a mai lud yokt e	amailuyokteʔ	2S/A NEG tell NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1575 2460 1234	CLLDCh3R08S03.262	CLLD	Conversation	367029	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	262	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
clldch3r08s03	96	668647	a mai lud yokt e	amailuyokteʔ	2S/A NEG tell NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1575 2460 1234	CLLDCh3R08S03.264	CLLD	Conversation	367029	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	264	2	ag.neg	a	262	left	/lud/ 'say.to'
ctn_cut	96	1014824	a kha lus no	akhaluno	2S/A 1nsP tell IND.NPST	prefix prefix stem suffix	654 655 1584 2330	ctn_cut.417	adult	Conversation	368080	a.kha	ag.pat	"ag,pat"	TRUE	a	kha	obj	417	Inf	NA	NA	#NAME?	unknown	/lus/ 'sing'
lh_lal	96	1147810	kha u mett a kha	khaumettakha	1nsP 3nsS/A do.with/to PST NMLZ	prefix prefix stem suffix suffix	655 1201 294 1202 1335	LH_Lal.1019	adult	Narrative	366823	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	1019	4	pat.ag	u	1015	right	/mett/ 'do.with/to'
lh_lal	96	1147793	kha u mett a k e	khaumettake	1nsP 3nsS/A do.with/to PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	655 1201 294 1202 ROS38 1234	LH_Lal.1015	adult	Narrative	366823	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	1015	Inf	NA	NA	#NAME?	unknown	/mett/ 'do.with/to'
lh_lal	96	1145406	u mai nop yokt u ŋs u kha	umanopyoktoŋsokha	3nsS/A NEG touch.lightly NEG 3P PRF 3P NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	1201 1199 1777 2460 2459 6702 2459 1335	LH_Lal.0639	adult	Narrative	366823	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	639	78	neg.ag	u	561	right	/nop/ 'touch.lightly'
lh_lal	96	1142971	u mai numd yokt e	umanumyokte	3nsS/A NEG do NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1781 2460 1234	LH_Lal.0178	adult	Narrative	366823	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	178	Inf	NA	NA	#NAME?	unknown	/numd/ 'do'
ctn_talk01	96	1036925	kha u nek no nɨŋ	khauneknɨknɨŋ	1nsP 3nsS/A bite IND.NPST NEG	prefix prefix stem suffix suffix	655 1201 2489 2330 2457	ctn_talk01.033	adult	Conversation	367177	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	33	Inf	NA	NA	#NAME?	unknown	/ŋek/ 'bite'
clldch2r02s06	96	392234	mai u ŋis th u ŋs e	maiuŋɨtoŋse	NEG 3nsS/A know NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 335 2458 2459 6702 1234	CLLDCh2R02S06.0431	CLLD	Conversation	366847	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	431	397	neg.ag	u	34	right	/ŋis/ 'know'
clldch2r07s02	96	463916	mai u pid th u yakt e	maiupitoyokte.	NEG 3nsS/A allow.to NEG 3P IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 363 2458 2459 6674 1234	CLLDCh2R07S02.1526	CLLD	Conversation	366990	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	1526	2	ag.neg	u	1524	left	/pid/ 'give'
clldch2r07s02	96	464261	mai u pid th u k e	maiupitoke	NEG 3nsS/A allow.to NEG 3P IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 363 2458 2459 ROS38 1234	CLLDCh2R07S02.1615	CLLD	Conversation	366990	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	1615	89	neg.ag	u	1526	right	/pid/ 'give'
lh_lal	96	1145018	mai u pid yokt a k e	maiupiyoktake	NEG 3nsS/A give NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 363 2460 1202 ROS38 1234	LH_Lal.0561	adult	Narrative	366823	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	561	303	neg.ag	u	258	right	/pid/ 'give'
cldlch3r04s07	96	144277	mai a pid yokt a ŋ e	maapiyoktehẽ	NEG 2S/A give NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 363 2460 1202 2875 1234	CLDLCh3R04S07.297	CLDL	Conversation	367029	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	297	148	ag.neg	u	149	left	/pid/ 'give'
clldch2r07s02	96	463908	u mai pid th u yakt e	umaipithokte	3nsS/A NEG give NEG 3P IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 363 2458 2459 6674 1234	CLLDCh2R07S02.1524	CLLD	Conversation	366990	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1524	192	ag.neg	a	1332	left	/pid/ 'give'
clldch2r10s04	96	506360	a mai pid yokt u ce e kha	amapiyoktocekha	2S/A NEG give NEG 3P 3nsP IND.PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 363 2460 2459 1204 1234 1335	CLLDCh2R10S04.392	CLLD	Conversation	367089	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	392	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
nangsuba_a2	96	1164032	u mai set yokt e	umaiseyokte	3nsS/A NEG kill NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 452 2460 1234	nangsuba_A2.412	adult	Description	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	412	131	ag.neg	u	281	left	/set/ 'kill'
ctn_prob_talk	96	1025072	u ma si yokt a ŋs e	umasiyoktaŋse	3nsS/A 1nseP die NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 656 461 2460 1202 6702 1234	ctn_prob_talk.1029	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1029	Inf	NA	NA	#NAME?	unknown	/si/ 'die'
clldch3r12s08	96	733329	mai ta u ta ŋs e	mataotaŋse	NEG FOC 3sA come PRF IND.PST	prefix stem prefix stem suffix suffix	1199 496 1201 2192 6702 1234	CLLDCh3R12S08.833	CLLD	Conversation	367179	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	833	142	ag.neg	u	691	left	/ta/ 'come'
clldch3r07s04	96	659968	u mai ta yokt a ce e	umatayoktace	3nsS/A NEG come NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2192 2460 1202 1203 1234	CLLDCh3R07S04.0285	CLLD	Conversation	366993	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	285	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
cldlch2r07s01	96	88458	u mai ta yokt a ŋs e	umaitaoktaŋse	3nsS/A NEG come NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2192 2460 1202 6702 1234	CLDLCh2R07S01.0687	CLDL	Conversation	367247	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	687	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
clldch4r01s03	96	763339	a mai thap th e	amathapte	2S/A NEG come.over NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2258 2458 1234	CLLDCh4R01S03.0703	CLLD	Conversation	366815	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	703	46	neg.ag	a	657	right	/thap/ 'come.across'
clldch2r06s02	96	438265	a mai thapt yokt e	amathapyokte	2S/A NEG bring.across NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2260 2460 1234	CLLDCh2R06S02.1277	CLLD	Conversation	366967	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1277	Inf	NA	NA	#NAME?	unknown	/thapt/ 'bring.across'
clldch4r03s05	96	810209	a mai tokt th e	amaitokteʔ	2S/A NEG get NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2332 2458 1234	CLLDCh4R03S05.0340	CLLD	Conversation	366879	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	340	92	ag.neg	a	248	left	/tokt/ 'get'
clldch4r03s05	96	810220	a mai tokt th e	aamaitokteʔ	2S/A NEG get NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2332 2458 1234	CLLDCh4R03S05.0342	CLLD	Conversation	366879	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	342	2	ag.neg	a	340	left	/tokt/ 'get'
clldch4r03s05	96	809971	a mai wat th u ŋs e	amaiwattoŋseʔ	2S/A NEG put.on NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 2429 2458 2459 6702 1234	CLLDCh4R03S05.0248	CLLD	Conversation	366879	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	248	13	ag.neg	a	235	left	/wat/ 'put.on'
khadak_song	96	1129087	a mai yaŋs th e	amaĩyaŋte	2S/A NEG be.good.for NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2455 2458 1234	Khadak_song.005	adult	Song	367847	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	5	Inf	NA	NA	#NAME?	unknown	/yaŋs/ 'be.good.for'
sewing	96	1231018	kha u sɨŋs u kV	khaɨsɨŋsoko	1nseP 3nsS/A ask 3P IND.NPST	prefix prefix stem suffix suffix	655 1201 204 2459 NA	sewing.0270	adult	Conversation	368985	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	270	Inf	NA	NA	#NAME?	unknown	NA
