LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4,Language,Stock
54,AGR,Number;Person;Role,NA,V,NA,prae,NA,Choctaw,Muskogean
54,NOM,Role,S;Atr;Aditr,,NA,post,final,Choctaw,Muskogean
54,AGR,Number;Person;Role,P;T;Atr;S,V,-2,prae,NA,Choctaw,Muskogean
54,AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA,Choctaw,Muskogean
54,NOM,Role,P;T;G,,NA,NA,NA,Choctaw,Muskogean
54,AGR,Number;Person;Role,P;Atr;S;T,V,-2,prae,NA,Choctaw,Muskogean
54,AGR,Number;Person;Role,G;P;Atr,V,-1,prae,NA,Choctaw,Muskogean
54,AGR,Number;Person;Role,S;Atr;Aditr,V,-3,prae,NA,Choctaw,Muskogean
55,S/A-AGR,Number;Person;Role;Tense,NA,,NA,prae,NA,Chontal (Highland),Tequistlatecan
55,PLURAL,Number,NA,,NA,in,NA,Chontal (Highland),Tequistlatecan
55,Recent past,TAM,NA,,NA,NA,NA,Chontal (Highland),Tequistlatecan
55,<none>,,NA,,NA,NA,NA,Chontal (Highland),Tequistlatecan
56,AGR,Role,NA,N,NA,post,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,1,post,NA,Chukchi,Chukchi-Kamchatkan
56,PLURAL,Number,NA,,NA,post,spreading,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,4,post,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,3,post,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,3,post,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,4,post,NA,Chukchi,Chukchi-Kamchatkan
56,INSTR,Number;Role,NA,N_or_Pro,NA,post,final,Chukchi,Chukchi-Kamchatkan
56,AGR,Person;Role,NA,V,5,post,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,-1,prae,NA,Chukchi,Chukchi-Kamchatkan
56,GEN,PossSem,NA,N_or_Pro,NA,post,NA,Chukchi,Chukchi-Kamchatkan
56,FUT,Tense,NA,V,NA,prae,NA,Chukchi,Chukchi-Kamchatkan
56,GEN,PossSem;Role,NA,N_or_Pro,NA,post,final,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,-1,prae,NA,Chukchi,Chukchi-Kamchatkan
56,NEG.STATIVE,Polarity;TA,NA,V,NA,simul,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,5,post,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,3,post,NA,Chukchi,Chukchi-Kamchatkan
56,ALL,Number;Role,G,N_or_Pro,NA,post,final,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,-1,prae,NA,Chukchi,Chukchi-Kamchatkan
56,LOC,Number;Role,P,N_or_Pro,NA,post,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,-1,prae,NA,Chukchi,Chukchi-Kamchatkan
56,AGR,Number;Person;Role,NA,V,5,post,NA,Chukchi,Chukchi-Kamchatkan
56,ERG,Number;Role,Atr;T;Aditr,N_or_Pro,NA,post,final,Chukchi,Chukchi-Kamchatkan
56,ABS,Number;Role,T;P;S;G,N_or_Pro,NA,post,final,Chukchi,Chukchi-Kamchatkan
56,NEG,Polarity;TA,NA,VP,NA,prae,initial,Chukchi,Chukchi-Kamchatkan
57,S/A-AGR,Number;Person;Role,S;Atr,V,3PRS,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,S;Atr,V,3NPRS,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,S;Atr,V,3PRS,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,Atr;S,V,3NPRS,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,Atr;S,V,3PRS,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,S;Atr,V,3NPRS,post,NA,Chuvash,Turkic
57,DOM,Role,P,,NA,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,Atr;S,V,3PRS,post,NA,Chuvash,Turkic
57,NOM,Role,P;Atr;S,,NA,NA,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,Atr;S,V,3NPRS,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,S;Atr,V,3NPRS,post,NA,Chuvash,Turkic
57,NEG,Polarity,NA,,NA,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,Atr;S,V,3PRS,post,NA,Chuvash,Turkic
57,S/A-AGR,Number;Person;Role,Atr;S,V,3NPRS,post,NA,Chuvash,Turkic
57,AGR,Number,NA,,NA,post,NA,Chuvash,Turkic
59,AGR,Number;Person;Role,NA,V,NA,post,NA,Cree (Plains),Algic
59,AGR,Number;Person;Role,Atr;P;S,V,5,post,NA,Cree (Plains),Algic
59,AGR,Number;Person;Role,P;Atr;S,V,5,post,NA,Cree (Plains),Algic
59,AGR,Number;Person;Role,P;Atr;S,V,5,post,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,Atr;S,V,3,post,NA,Cree (Plains),Algic
59,AGR,Number;Person;Role,NA,V,NA,prae,NA,Cree (Plains),Algic
59,AGR,Number;Person;Role,P;Atr;S,V,5,post,NA,Cree (Plains),Algic
59,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA,Cree (Plains),Algic
59,AGR,Person;Role,Atr;P;S,V,5,post,NA,Cree (Plains),Algic
59,PAST,TAM,NA,V,NA,prae,NA,Cree (Plains),Algic
59,OBV,Referential;Role,Atr;S;P,NP,NA,NA,NA,Cree (Plains),Algic
59,AGR,Number;Person;Role,P;Atr;S,V,7,post,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,P;Atr,V,2,post,NA,Cree (Plains),Algic
59,NEG,Polarity,NA,S,NA,prae,initial,Cree (Plains),Algic
59,AGR,Number;Person;Role,P;Atr;S,V,7,post,NA,Cree (Plains),Algic
59,AGR,Person;Role,Atr;P;S,V,-1,prae,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,NA,V,2,post,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,Atr;P,V,2,post,NA,Cree (Plains),Algic
59,DIR,Role,NA,V,NA,post,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,NA,V,1,post,NA,Cree (Plains),Algic
59,PROX,Referential,Atr;S;P,NP,NA,post,NA,Cree (Plains),Algic
59,AGR,Role,NA,V,2,post,NA,Cree (Plains),Algic
59,POSS-AGR,Number;Person;Role,NA,,NA,split,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,P;S,V,2,post,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,NA,V,2,post,NA,Cree (Plains),Algic
59,PLURAL,Number,NA,,NA,post,NA,Cree (Plains),Algic
59,AGR,Direction;Number;Person;Role,P;Atr,V,2,post,NA,Cree (Plains),Algic
59,AGR,Person;Role,P;Atr;S,V,-1,prae,NA,Cree (Plains),Algic
61,NEG,Polarity,NA,V,NA,prae,NA,Dani (Lower Grand Valley),Dani
61,Genitive case?,,NA,,NA,post,NA,Dani (Lower Grand Valley),Dani
61,Recent past,Tense,NA,,NA,post,NA,Dani (Lower Grand Valley),Dani
61,Possessive prefix,Number;Person,NA,,NA,prae,NA,Dani (Lower Grand Valley),Dani
63,NOM,Role,Atr;S,N_or_Pro,NA,post,NA,Diegueño,Yuman
63,ABS,Role,P,,NA,NA,NA,Diegueño,Yuman
63,PLURAL,Number,NA,N-kin,NA,in,NA,Diegueño,Yuman
63,NEG,Polarity,NA,,NA,NA,NA,Diegueño,Yuman
64,NEG,,NA,XP,NA,prae,initial,Diyari,Pama-Nyungan
64,ABS,Role,Atr;Aditr;S;G;T;P,N_or_Pro,NA,post,NA,Diyari,Pama-Nyungan
64,ERG,Role,Atr;Aditr,N; Pro-sg; 3Pro,NA,post,final,Diyari,Pama-Nyungan
64,DAT,,NA,N_or_Pro,NA,post,NA,Diyari,Pama-Nyungan
64,ACC,Role,T;P;G,N_or_Pro,NA,post,NA,Diyari,Pama-Nyungan
64,PLURAL,,NA,,NA,post,NA,Diyari,Pama-Nyungan
65,ACC,Role,T;P,N; Pro,NA,post,NA,Dizi,Omotic
65,NA,Construct;Number,NA,,NA,post,NA,Dizi,Omotic
65,S/A-AGR,Number;Person;Role,Atr;S,V; V-aux,NA,post,NA,Dizi,Omotic
65,Possessive prefix,Number;Person,NA,,NA,prae,NA,Dizi,Omotic
65,NOM,Role,Aditr;S;Atr;T;P,,NA,NA,NA,Dizi,Omotic
65,PASS,Voice,NA,V,NA,post,NA,Dizi,Omotic
65,NA,Number;Person,NA,,NA,prae,NA,Dizi,Omotic
66,ERG,Role,Aditr;Atr,N,NA,post,final,Djapu,Pama-Nyungan
66,GEN,,NA,N_or_Pro,NA,post,NA,Djapu,Pama-Nyungan
66,OBL,Role,G,N_or_Pro,NA,post,final,Djapu,Pama-Nyungan
66,PLURAL,,NA,N-anim,NA,NA,NA,Djapu,Pama-Nyungan
66,NMZR,,NA,V,NA,post,final,Djapu,Pama-Nyungan
66,DAT,Role,P;G;Atr,N_or_Pro,NA,post,final,Djapu,Pama-Nyungan
66,PLURAL,,NA,,NA,NA,NA,Djapu,Pama-Nyungan
66,ABS,Role,Atr;Aditr;S;P;T,N_or_Pro,NA,post,final,Djapu,Pama-Nyungan
66,ALL,Role,P,N_or_Pro,NA,post,final,Djapu,Pama-Nyungan
66,ACC,Role,P;T,N-high-anim,NA,post,final,Djapu,Pama-Nyungan
68,ERG,Role,Atr;Aditr,N,NA,post,final,Djingili,Mirndi
68,ACC,Role,T;P,Pro,NA,post,NA,Djingili,Mirndi
68,NA,Role,NA,,NA,post,NA,Djingili,Mirndi
68,NEG,,NA,V,NA,prae,NA,Djingili,Mirndi
68,DAT,Role,G,N_or_Pro,NA,post,NA,Djingili,Mirndi
68,PLURAL,Gender;Number,NA,,NA,post,NA,Djingili,Mirndi
68,ABS,Role,P;T;S,,NA,NA,NA,Djingili,Mirndi
68,PLURAL,,NA,,NA,NA,NA,Djingili,Mirndi
69,NEG,Polarity,NA,V,NA,post,NA,Nubian (Dongolese),Nubian
69,NA,Role,NA,,NA,NA,NA,Nubian (Dongolese),Nubian
69,GEN,Role,NA,N_or_Pro,NA,NA,NA,Nubian (Dongolese),Nubian
69,PLURAL,Number,NA,,NA,post,NA,Nubian (Dongolese),Nubian
69,OBJECT case,Role,NA,,NA,post,NA,Nubian (Dongolese),Nubian
69,Perfect,Tense,NA,,NA,post,NA,Nubian (Dongolese),Nubian
70,NA,Construct;Person,NA,N_or_Pro,NA,post,NA,Drehu,Austronesian
70,NA,,NA,N,NA,prae,NA,Drehu,Austronesian
71,PURPOSIVE,,P;S,S,NA,NA,NA,Dyirbal,Pama-Nyungan
71,RELATIVE,,P;S,S,NA,NA,final,Dyirbal,Pama-Nyungan
71,PLURAL,Number,NA,,NA,post,NA,Dyirbal,Pama-Nyungan
71,PLURAL,Number,NA,,NA,NA,NA,Dyirbal,Pama-Nyungan
71,GEN,Role,NA,N_or_Pro,NA,post,NA,Dyirbal,Pama-Nyungan
71,NEG,Polarity,NA,V,NA,prae,NA,Dyirbal,Pama-Nyungan
71,NOM,Role,Atr;Aditr;S;T;P,N_or_Pro,NA,post,NA,Dyirbal,Pama-Nyungan
71,ANTIP,Voice,Atr;P,V,NA,post,NA,Dyirbal,Pama-Nyungan
71,ACC,,T;P,1/2Pro,NA,post,final,Dyirbal,Pama-Nyungan
71,ERG,Role,Aditr;Atr,3Pro_or_N,NA,post,NA,Dyirbal,Pama-Nyungan
71,DAT,,G,,NA,post,final,Dyirbal,Pama-Nyungan
72,PLURAL,Number,NA,,NA,post,NA,Pomo (Eastern),Pomoan
72,ERG,Role,Atr,N-non-kin,NA,post,NA,Pomo (Eastern),Pomoan
72,NEG,Polarity,NA,V,NA,post,NA,Pomo (Eastern),Pomoan
72,NOM,Role,NA,N_or_Pro,NA,NA,NA,Pomo (Eastern),Pomoan
72,ACC,Role,P,N-kin; 3sgPro; Pro-pl,NA,post,final,Pomo (Eastern),Pomoan
73,ACC,Role,NA,Pro,NA,NA,NA,Elamite,Elamite
73,NOM,,P;Atr;S,,NA,NA,NA,Elamite,Elamite
74,NA,,NA,,NA,NA,NA,English,Indo-European
74,DAT,Role,NA,NP,NA,prae,initial,English,Indo-European
74,Preposition,Role,P;G;T,NP,NA,prae,initial,English,Indo-European
74,AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,final,English,Indo-European
74,NA,,NA,,NA,NA,NA,English,Indo-European
74,GEN,Role,NA,Pro,NA,post,final,English,Indo-European
74,NEG,Polarity,NA,V-aux,NA,post,NA,English,Indo-European
74,NA,,NA,,NA,NA,NA,English,Indo-European
74,ACC,Role,G;T;P,Pro,NA,post,final,English,Indo-European
74,PASS,Voice,NA,,NA,NA,NA,English,Indo-European
74,[NP],,NA,,NA,NA,NA,English,Indo-European
74,<none>,Role,Atr;Aditr;S;G;T;P,,NA,NA,NA,English,Indo-European
74,PAST,Tense,NA,V,NA,post,NA,English,Indo-European
74,AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,final,English,Indo-European
74,PLURAL,Number,NA,,NA,post,NA,English,Indo-European
74,Preposition,Role,NA,NP,NA,prae,initial,English,Indo-European
74,NA,,NA,,NA,NA,NA,English,Indo-European
74,GEN,Role,NA,NP,NA,post,final,English,Indo-European
74,NA,,NA,,NA,NA,NA,English,Indo-European
74,NA,,NA,,NA,NA,NA,English,Indo-European
74,NA,,NA,,NA,NA,NA,English,Indo-European
75,POSS-ALIEN,PossSem,NA,N_or_Pro,NA,NA,NA,Ewe,Kwa
75,NOM,,P;G;T;Atr;Aditr;S,,NA,NA,NA,Ewe,Kwa
75,PLURAL,Number,NA,,NA,post,NA,Ewe,Kwa
75,POSS,PossSem,NA,,NA,NA,NA,Ewe,Kwa
77,O-AGR.PRO,Construct;Number;Person;Role,NA,,NA,post,NA,Fijian (Boumaa),Austronesian
77,PAST,Tense,NA,,NA,prae,NA,Fijian (Boumaa),Austronesian
77,POSS-PRO,Number;Person;Role,NA,N_or_Pro,NA,post,NA,Fijian (Boumaa),Austronesian
77,<none>,,NA,,NA,NA,NA,Fijian (Boumaa),Austronesian
77,GEN,Role,NA,,NA,NA,NA,Fijian (Boumaa),Austronesian
77,TRANS ̴� 3s.OBJ,Construct;Number;Person;Role,NA,V,NA,post,NA,Fijian (Boumaa),Austronesian
77,<none>,,NA,,NA,NA,NA,Fijian (Boumaa),Austronesian
77,POSS-CLASS,PossSem,NA,,NA,post,NA,Fijian (Boumaa),Austronesian
77,NEG,Polarity,NA,S,NA,post,initial,Fijian (Boumaa),Austronesian
77,S/A-AGR,Number;Person;Role,NA,V,NA,prae,NA,Fijian (Boumaa),Austronesian
77,POSS,Construct,NA,,NA,post,NA,Fijian (Boumaa),Austronesian
78,POSS-AGR,Number;Person;Role,NA,NP,NA,post,final,Finnish,Uralic
78,ILL,Number;Role,Atr;G;P,N_or_Pro,NA,post,spreading,Finnish,Uralic
78,DOM,Number;Role,T;P,,NA,post,NA,Finnish,Uralic
78,PAST,TM,NA,V,NA,post,NA,Finnish,Uralic
78,NEG,,NA,V,NA,prae,NA,Finnish,Uralic
78,S/A-AGR,Number;Person;Role,Atr;Aditr;S,,NA,post,NA,Finnish,Uralic
78,ADES,Role,Atr,N_or_Pro,NA,post,spreading,Finnish,Uralic
78,PARTIT,Role,P,N_or_Pro,NA,post,NA,Finnish,Uralic
78,GEN,Number;Role,NA,NP,NA,NA,NA,Finnish,Uralic
78,NOM,Number;Role,P;T;Atr;Aditr;S,N_or_Pro,NA,post,spreading,Finnish,Uralic
78,PLURAL,Number,NA,,NA,post,NA,Finnish,Uralic
78,ELA,Role,P,N_or_Pro,NA,post,spreading,Finnish,Uralic
79,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,post,NA,French (colloquial),Indo-European
79,ACC,Gender;Number;Person;Role,P;Atr;S,Pro,NA,post,final,French (colloquial),Indo-European
79,S/A-AGR,Number;Person;Role,NA,V,NA,prae,NA,French (colloquial),Indo-European
79,POSS,Gender;Number;Role,NA,NP,NA,prae,initial,French (colloquial),Indo-European
79,POSS-PRO,Gender;Number;Person;Role,NA,NP,NA,prae,initial,French (colloquial),Indo-European
79,PAST,Number;Person;Role;TAM,NA,,NA,NA,NA,French (colloquial),Indo-European
79,NEG,Polarity,NA,V,NA,post,NA,French (colloquial),Indo-European
79,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1,post,NA,French (colloquial),Indo-European
79,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA,French (colloquial),Indo-European
80,<none>,Role,P;Atr;S,,NA,NA,NA,Fula,North Atlantic
80,GEN,,NA,Pro,NA,NA,NA,Fula,North Atlantic
80,PLURAL,Number,NA,,NA,post,NA,Fula,North Atlantic
80,NA,,NA,,NA,post,NA,Fula,North Atlantic
81,PLURAL,Number,NA,,NA,post,NA,Fur,Fur
81,NEG,Polarity,NA,V,NA,simul,NA,Fur,Fur
81,GEN,Role,NA,N_or_Pro,NA,NA,NA,Fur,Fur
82,<none>,,NA,,NA,NA,NA,Gaagudju,Gaagudju
84,PLURAL,Number,NA,,NA,post,NA,Garrwa,Garrwan
84,NEG,,NA,,NA,NA,NA,Garrwa,Garrwan
84,GEN,Role,NA,N_or_Pro,NA,post,NA,Garrwa,Garrwan
84,NA,Role,NA,,NA,NA,NA,Garrwa,Garrwan
84,ERG,Role,Atr,N,NA,post,final,Garrwa,Garrwan
85,NOM,Role,Atr;S,Pro,NA,NA,NA,Gbeya,Adamawa-Ubangi
85,NA,Number;Person,NA,N; Pro,NA,prae,NA,Gbeya,Adamawa-Ubangi
85,NA,,NA,Adp,NA,post,NA,Gbeya,Adamawa-Ubangi
85,ACC,Role,NA,Pro,NA,NA,NA,Gbeya,Adamawa-Ubangi
85,<none>,Role,S;P;Atr,,NA,NA,NA,Gbeya,Adamawa-Ubangi
85,NA,,NA,,NA,prae,NA,Gbeya,Adamawa-Ubangi
86,AOR,Number;Person;Tense,NA,,NA,post,NA,Georgian,Kartvelian
86,NEG,Polarity,NA,V,NA,prae,NA,Georgian,Kartvelian
86,GEN,Role,NA,N_or_Pro,NA,post,NA,Georgian,Kartvelian
86,PLURAL,Number,NA,,NA,post,NA,Georgian,Kartvelian
86,DAT,Role,NA,,NA,post,NA,Georgian,Kartvelian
86,AGR,,NA,,NA,NA,NA,Georgian,Kartvelian
87,PASS,Voice,Aditr,V,NA,NA,NA,German,Indo-European
87,AGR,Gender;Number;Role,NA,Adj; PTCP,NA,post,NA,German,Indo-European
87,NEG,Polarity,NA,VP-nonfin,NA,prae,initial,German,Indo-European
87,PASS,Voice,Atr;S;Aditr,V,NA,NA,NA,German,Indo-European
87,PTCP,,NA,V,NA,NA,final,German,Indo-European
87,ACC,Number;Role,S;T;Atr;G;P,N_or_Pro,NA,post,spreading,German,Indo-European
87,DAT,,S;P;G;Atr,N_or_Pro,NA,post,spreading,German,Indo-European
87,NA,,NA,,NA,NA,NA,German,Indo-European
87,COMP,,NA,,NA,NA,NA,German,Indo-European
87,AND,,NA,,NA,NA,NA,German,Indo-European
87,NA,,NA,,NA,NA,NA,German,Indo-European
87,NA,,NA,S,NA,NA,NA,German,Indo-European
87,PP,,P;T;G,,NA,NA,NA,German,Indo-European
87,NA,,NA,,NA,NA,NA,German,Indo-European
87,NOM,,Atr;Aditr;P;S;G;T,N_or_Pro,NA,post,spreading,German,Indo-European
87,GEN,,P;G,N_or_Pro,NA,post,spreading,German,Indo-European
87,S/A-AGR,Honorificity;Number;Person;Role,S;Atr;Aditr;P,V,NA,post,spreading,German,Indo-European
87,PAST,TAM,NA,V,NA,post,NA,German,Indo-European
88,ABS,Role,Atr;P;S,,NA,NA,NA,Gitksan,Tsimshianic
88,ERG,Role,Atr,,NA,post,NA,Gitksan,Tsimshianic
89,NOM,,S;Atr;P,,NA,NA,NA,Guaraní (Paraguayan),Tupian
89,FUT,TAM,NA,,NA,NA,NA,Guaraní (Paraguayan),Tupian
89,PLURAL,Number,NA,,NA,post,NA,Guaraní (Paraguayan),Tupian
89,POSS_NOUN,,NA,,NA,NA,NA,Guaraní (Paraguayan),Tupian
89,NEG,Polarity,NA,V,NA,simul,NA,Guaraní (Paraguayan),Tupian
89,POSS-AGR,Number;Person;Role,NA,,NA,prae,NA,Guaraní (Paraguayan),Tupian
89,DAT,Role,NA,,NA,NA,NA,Guaraní (Paraguayan),Tupian
91,<none>,,NA,,NA,NA,NA,Gumuz,Gumuz
91,NA,,NA,,NA,NA,NA,Gumuz,Gumuz
91,NEG,,NA,,NA,post,NA,Gumuz,Gumuz
91,NOM,Role,NA,,NA,NA,NA,Gumuz,Gumuz
92,<none>,,NA,,NA,NA,NA,Gününa-Küne,Chon
93,PLURAL,Number,NA,N-anim,NA,NA,NA,Gunwinggu,Gunwingguan
93,NOM,,P;Atr;S,,NA,NA,NA,Gunwinggu,Gunwingguan
93,NEG,Polarity;Tense,NA,V,NA,prae,NA,Gunwinggu,Gunwingguan
93,PAST,Tense,NA,,NA,post,NA,Gunwinggu,Gunwingguan
95,PAST,Tense,NA,,NA,post,NA,Haida,Haida
95,NEG,Polarity,NA,V,NA,simul,NA,Haida,Haida
95,NA,Role,P,NP; S,NA,post,final,Haida,Haida
95,<none>,,Atr;Aditr;S;P;T,,NA,NA,NA,Haida,Haida
95,NA,Role,P,NP; S,NA,post,final,Haida,Haida
95,OBJECT case,Role,P;Atr;S;T,Pro,NA,NA,NA,Haida,Haida
95,NA,Role,P;S,NP; S,NA,post,final,Haida,Haida
95,PLURAL,Number,NA,N-kin,NA,post,NA,Haida,Haida
95,DAT,Role,P;S;G,NP; S,NA,post,final,Haida,Haida
95,NA,Role,NA,NP; S,NA,post,final,Haida,Haida
98,DAT,Role,P;G,NP,NA,prae,initial,Hausa,Chadic
98,PFV,TAM,NA,V,NA,prae,NA,Hausa,Chadic
98,NOM,,P;T;Aditr;Atr;G;S,,NA,NA,NA,Hausa,Chadic
98,PLURAL,Number,NA,,NA,split,NA,Hausa,Chadic
98,Sociative,Role,T;P,NP,NA,prae,initial,Hausa,Chadic
98,POSS,Construct;Gender,NA,,NA,post,NA,Hausa,Chadic
98,POSS-PRO,Gender;Number;Person;Role,NA,N,NA,post,NA,Hausa,Chadic
98,GEN,Gender;Role,NA,NP,NA,prae,NA,Hausa,Chadic
98,PLURAL,Number,NA,,NA,split,NA,Hausa,Chadic
98,ATTR,Construct;Gender,NA,Adj,NA,NA,NA,Hausa,Chadic
99,GEN,Role,Aditr;S;Atr,NP,NA,post,final,Hindi,Indo-European
99,AGR,Gender;Role,P;S,,NA,post,final,Hindi,Indo-European
99,NEG,Polarity,NA,V,NA,prae,NA,Hindi,Indo-European
99,AGR,Honorificity;Number;Person;Role,Atr;Aditr;S;P;T,,NA,post,final,Hindi,Indo-European
99,AGR,Gender;Role,S;Atr,,NA,post,final,Hindi,Indo-European
99,PAST,Gender;Number;Role;TAM,NA,V,NA,post,NA,Hindi,Indo-European
99,PLURAL,Gender;Number;Role,NA,,NA,post,NA,Hindi,Indo-European
99,ERG,Role,Atr;S;Aditr,NP,NA,post,final,Hindi,Indo-European
99,BENEF,Role,NA,,NA,post,final,Hindi,Indo-European
99,OBL,Number;Person;Role,NA,,NA,post,spreading,Hindi,Indo-European
99,NOM,,Atr;Aditr;S;P;T,N_or_Pro,NA,post,spreading,Hindi,Indo-European
99,DAT,,P;T;Atr;G;S,NP,NA,post,final,Hindi,Indo-European
100,POSS-PRO,Gender;Role,NA,,NA,post,NA,Hittite,Indo-European
100,ACC,Role,G;T;P,,NA,post,NA,Hittite,Indo-European
100,Genitive case,,NA,N_or_Pro,NA,NA,NA,Hittite,Indo-European
100,NA,Gender,NA,,NA,NA,NA,Hittite,Indo-European
100,S/A-AGR,Number;Person;Tense;Voice,Aditr;S;Atr,V,NA,post,NA,Hittite,Indo-European
100,ABS,Role,S;G;T;P,,NA,post,NA,Hittite,Indo-European
100,NOM,Role,Aditr;S;Atr,,NA,post,NA,Hittite,Indo-European
100,ERG,Role,Aditr;Atr,,NA,post,NA,Hittite,Indo-European
101,<none>,,NA,,NA,NA,NA,Hixkaryana,Cariban
101,NOM,Role,T;S;Aditr;Atr;P,,NA,NA,NA,Hixkaryana,Cariban
101,DAT,Role,NA,N; Pro,NA,NA,NA,Hixkaryana,Cariban
101,TENSE,TAM,NA,,NA,post,NA,Hixkaryana,Cariban
101,NEG,Polarity,NA,V,NA,post,NA,Hixkaryana,Cariban
101,Possessive prefix,Person;Tense,NA,,NA,prae,NA,Hixkaryana,Cariban
103,AS,,NA,,NA,NA,NA,Hua,Eastern Highlands
103,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,1,post,NA,Hua,Eastern Highlands
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA,Hua,Eastern Highlands
103,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,V,1,post,NA,Hua,Eastern Highlands
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA,Hua,Eastern Highlands
103,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA,Hua,Eastern Highlands
103,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,0,post,NA,Hua,Eastern Highlands
103,NA,,NA,,NA,NA,NA,Hua,Eastern Highlands
103,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,1,post,NA,Hua,Eastern Highlands
103,GEN,Role,NA,N_or_Pro,NA,post,NA,Hua,Eastern Highlands
103,PLURAL,Number,NA,,NA,post,NA,Hua,Eastern Highlands
103,ABS,Role,T;S;P;G,N,NA,post,final,Hua,Eastern Highlands
103,NA,,NA,,NA,NA,NA,Hua,Eastern Highlands
103,ERG,Number;Role,Aditr;Atr,N_or_Pro,NA,post,final,Hua,Eastern Highlands
103,Possessive prefix,,NA,,NA,prae,NA,Hua,Eastern Highlands
103,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,0,post,NA,Hua,Eastern Highlands
103,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,0,NA,NA,Hua,Eastern Highlands
103,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,post,NA,Hua,Eastern Highlands
103,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA,Hua,Eastern Highlands
103,NEG,,NA,,NA,prae,NA,Hua,Eastern Highlands
103,Possessive suffix,,NA,,NA,post,NA,Hua,Eastern Highlands
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA,Hua,Eastern Highlands
103,NA,,NA,,NA,NA,NA,Hua,Eastern Highlands
103,TOP,,NA,,NA,NA,NA,Hua,Eastern Highlands
103,COND,,NA,,NA,NA,NA,Hua,Eastern Highlands
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA,Hua,Eastern Highlands
104,PLURAL,Number,NA,,NA,post,NA,Quechua (Huallaga),Quechuan
104,ACC,Role,P;T;G,NP,NA,post,NA,Quechua (Huallaga),Quechuan
104,NOM,Role,S;Aditr;Atr,,NA,NA,NA,Quechua (Huallaga),Quechuan
104,NEG,Polarity,NA,,NA,simul,NA,Quechua (Huallaga),Quechuan
106,<none>,,Atr;S;P,,NA,NA,NA,Huave,Huave
106,Recent past,Person;TAM,NA,,NA,prae,initial,Huave,Huave
